id,category,name,description,description_vi,tags,classifications,related_terms,part_of_terms,type_of_terms,secondary_categories,custom_data_type,data_classes
12340,Product,Bankers Acceptance,"Identifies a note that involves a Bill of Exchange (draft) representing an order to pay a specified amount at a specified term, which has been accepted by the Bank, thereby acknowledging the obligation to honor payment at maturity on behalf of the buyer or the buyer's financial institution.","[Auto Translated] Xác định một hối phiếu liên quan đến Hối phiếu (dự thảo) thể hiện lệnh thanh toán một số tiền cụ thể theo một thời hạn cụ thể, đã được Ngân hàng chấp nhận, qua đó thừa nhận nghĩa vụ thực hiện thanh toán khi đáo hạn thay mặt cho người mua hoặc tổ chức tài chính của người mua.",concept,,,,Business Core Vocabulary >> Product >> Promissory Note Instrument,Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II Pillar 3 (P3) Items Alignment Scope; Business Scopes >> Investment Banking; Business Scopes >> Inheritance Hierarchy Scopes >> Financial Market Instrument Inheritance Hierarchy; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 4 Geographic Breakdown Alignment Scope; Business Scopes >> Anti Money Laundering (AML) >> AML Foreign Financial Account Analysis; Business Scopes >> Anti Money Laundering (AML) >> AML Suspicious Activity; Business Scopes >> Inheritance Hierarchy Scopes >> Product Inheritance Hierarchy; Business Scopes >> Alignment Scopes >> Capital Requirements Directive (CRD) Alignment Scopes >> CRD 2006/48/EC Alignment Scope; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II Pillar 2 (P2) Items Alignment Scope; Business Scopes >> Customer View; Business Scopes >> Advanced Securities; Business Scopes >> Anti Money Laundering (AML); Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 4 Maturity Breakdown Alignment Scope; Business Scopes >> Customer View >> Customer Insight - Customer Lifetime Value; Business Scopes >> Customer View >> Customer Insight - Optimize Offers And Cross Sell; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P2 Outstandings Analysis Alignment Scope; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P2 Involved Party Exposure Alignment Scope; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P2 Portfolio Exposure Alignment Scope,,
12341,Product,Letter Of Undertaking,"Identifies a substitute for a bill of exchange or draft usually used in countries where those instruments attract taxation. By signing the letter of undertaking, the importer undertakes to pay the collection amount on a specific date.","[Auto Translated] Xác định một vật thay thế cho hối phiếu hoặc hối phiếu thường được sử dụng ở những quốc gia nơi những công cụ đó thu hút thuế. Bằng việc ký vào thư cam kết, nhà nhập khẩu cam kết thanh toán số tiền thu hộ vào một ngày cụ thể.",concept,,,,Business Core Vocabulary >> Product >> Contract Instrument,Business Scopes >> Inheritance Hierarchy Scopes >> Product Inheritance Hierarchy; Business Scopes >> Inheritance Hierarchy Scopes >> Financial Market Instrument Inheritance Hierarchy,,
12342,Product,Knock Indicator,Indicates whether the Option is a Knock In or Knock Out Option. Knock Out Options expire worthless if the underlying financial instrument goes through a particular price level.,[Auto Translated] Cho biết Tùy chọn là Tùy chọn Knock In hay Knock Out. Tùy chọn Knock Out hết hạn vô giá trị nếu công cụ tài chính cơ bản trải qua một mức giá cụ thể.,property,,,Business Core Vocabulary >> Product >> Option Derivative,,Business Scopes >> Financial Markets (FM); Business Scopes >> Financial Markets (FM) >> Financial Markets Trading; Business Scopes >> Financial Markets (FM) >> Financial Market Instruments,Reference Data,
12343,Product,Reporting Service,"Identifies an Information Management Service that manipulates data and presents it to the customer; for example, monthly statements, safe custody account report, credit facility report, portfolio report, auditor's report.","[Auto Translated] Xác định Dịch vụ quản lý thông tin thao tác dữ liệu và hiển thị dữ liệu đó cho khách hàng; ví dụ: sao kê hàng tháng, báo cáo tài khoản lưu ký an toàn, báo cáo hạn mức tín dụng, báo cáo danh mục đầu tư, báo cáo kiểm toán viên.",concept,,,,Business Core Vocabulary >> Product >> Information Management Service,Business Scopes >> Investment Banking; Business Scopes >> Anti Money Laundering (AML) >> AML Foreign Financial Account Analysis; Business Scopes >> Inheritance Hierarchy Scopes >> Product Inheritance Hierarchy; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II Pillar 2 (P2) Items Alignment Scope; Business Scopes >> Customer View; Business Scopes >> Anti Money Laundering (AML); Business Scopes >> Customer View >> Customer Insight - Optimize Offers And Cross Sell; Business Scopes >> Customer View >> Customer Insight - Customer Lifetime Value; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P2 Portfolio Exposure Alignment Scope,,
12344,Product,Product Life Cycle Status,Distinguishes between the stages in the life cycle of a Product.,[Auto Translated] Phân biệt giữa các giai đoạn trong vòng đời của Sản phẩm.,property,,,Business Core Vocabulary >> Product >> Product,,Business Scopes >> Alignment Scopes >> Basel Disclosures Alignment Scope; Business Scopes >> Investment Banking,Reference Data,
12345,Product,Forward Price Value,"The monetary amount at which a given Product, usually a Financial Market Instrument, is traded on a specified date beyond the Spot Date.","[Auto Translated] Số tiền mà một Sản phẩm nhất định, thường là Công cụ thị trường tài chính, được giao dịch vào một ngày cụ thể ngoài Ngày giao ngay.",property,,,Business Core Vocabulary >> Product >> Forward Currency Instrument; Business Core Vocabulary >> Product >> Derivative Instrument,,,Monetary Amount,
12346,Product,Contract Size,"The quantity of underlying instrument to be traded as a result of exercising one option contract._x000D_
_x000D_
The quantity of the underlying instrument that the holder of an option derivative possesses the right to buy or sell. For an equity option, the contract size is 100 shares (unless a split or other special circumstances have occurred).","[Auto Translated] Số lượng công cụ cơ bản được giao dịch do thực hiện một hợp đồng quyền chọn._x000D_
_x000D_
Số lượng công cụ cơ bản mà người nắm giữ chứng khoán phái sinh quyền chọn có quyền mua hoặc bán. Đối với quyền chọn vốn cổ phần, quy mô hợp đồng là 100 cổ phiếu (trừ khi xảy ra việc chia tách hoặc các trường hợp đặc biệt khác).",property,,,Business Core Vocabulary >> Product >> Option Derivative,,Business Scopes >> Alignment Scopes >> Algorithmics Alignment Scope; Business Scopes >> Financial Markets (FM); Business Scopes >> Advanced Securities; Business Scopes >> Financial Markets (FM) >> Financial Market Instruments; Business Scopes >> Financial Markets (FM) >> Financial Markets Trading,Decimal,
12347,Product,Sicovam,Societe Interprofessional Pour La Compensation des Valeurs Mobiliers.,[Auto Translated] Hiệp hội chuyên nghiệp Pour La Bồi thường des Valeurs Mobiliers.,property,,,Business Core Vocabulary >> Product >> Financial Market Instrument,,Business Scopes >> Advanced Securities,String,
12348,Product,Pass Through Type,A term that distinguishes between Securitized Finance Instruments according to how income is paid.,[Auto Translated] Một thuật ngữ phân biệt giữa các Công cụ tài chính chứng khoán hóa theo cách thanh toán thu nhập.,property,,,Business Core Vocabulary >> Product >> Securitized Finance Instrument,,Business Scopes >> Systemic Risk,Reference Data,
12349,Product,Product Approver,"Identifies a relationship in which an Involved Party is responsible for officially confirming the sale of a Product; for example, an Employee Approves a Commercial Letter of Credit.",[Auto Translated] Xác định mối quan hệ trong đó Bên liên quan chịu trách nhiệm xác nhận chính thức việc bán Sản phẩm; ví dụ: Nhân viên phê duyệt Thư tín dụng thương mại.,concept,Personal Information,Business Core Vocabulary >> Product >> Product; Business Core Vocabulary >> Involved Party >> Involved Party,,,Business Scopes >> Customer View >> Know Your Customer (KYC); Business Scopes >> Customer View,,
12350,Product,Documentary Collection Service,"Identifies a Trade Finance Service provided by Financial Institutions to sellers in obtaining payments. This service is usually transacted by the seller's bank through the buyer's bank, with the latter presenting the shipping documents to the buyer in exchange for payment or for signing a promissory note like instrument called a draft.","[Auto Translated] Xác định Dịch vụ Tài trợ Thương mại do Tổ chức Tài chính cung cấp cho người bán để nhận thanh toán. Dịch vụ này thường được ngân hàng của người bán giao dịch thông qua ngân hàng của người mua, sau đó ngân hàng của người mua xuất trình chứng từ vận chuyển cho người mua để đổi lấy thanh toán hoặc để ký một hối phiếu nhận nợ giống như một công cụ được gọi là hối phiếu.",concept,,,,Business Core Vocabulary >> Product >> Trade Finance,,,
12351,Product,Investment Product,"Identifies a Product that offers various alternatives whereby a customer may invest for income, appreciation or other reasons. The Financial Institution may offer its own investment products or act as a broker or financial advisor for products of other Involved Parties. The method in which the Financial Institution manages the funds may not be known to the customer but will normally affect the return and risk on the investment; for example, the investment may be in stocks, shares, property, mutual funds, insurance bonds, or a combination thereof.","[Auto Translated] Xác định Sản phẩm cung cấp nhiều lựa chọn thay thế khác nhau, theo đó khách hàng có thể đầu tư để có thu nhập, tăng giá hoặc vì các lý do khác. Tổ chức Tài chính có thể cung cấp các sản phẩm đầu tư của riêng mình hoặc đóng vai trò là nhà môi giới hoặc cố vấn tài chính cho các sản phẩm của các Bên liên quan khác. Khách hàng có thể không biết phương pháp mà Tổ chức Tài chính quản lý tiền nhưng thông thường sẽ ảnh hưởng đến lợi nhuận và rủi ro khi đầu tư; ví dụ: khoản đầu tư có thể vào cổ phiếu, cổ phiếu, tài sản, quỹ tương hỗ, trái phiếu bảo hiểm hoặc kết hợp chúng.",concept,,,,Business Core Vocabulary >> Product >> Product,Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II Pillar 3 (P3) Items Alignment Scope; Business Scopes >> Investment Banking; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 4 Geographic Breakdown Alignment Scope; Business Scopes >> Anti Money Laundering (AML) >> AML Foreign Financial Account Analysis; Business Scopes >> Wealth Management Support >> Wealth Management - Investment And Funds; Business Scopes >> Inheritance Hierarchy Scopes >> Product Inheritance Hierarchy; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II Pillar 2 (P2) Items Alignment Scope; Business Scopes >> Wealth Management Support; Business Scopes >> Customer View; Business Scopes >> Anti Money Laundering (AML); Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P2 Economic Capital Allocation Alignment Scope; Business Scopes >> Wealth Management Support >> Wealth Management View; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T 4 Maturity Breakdown Alignment Scope; Business Scopes >> Customer View >> Customer Insight - Customer Lifetime Value; Business Scopes >> Customer View >> Customer Insight - Optimize Offers And Cross Sell; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P3 T13 Equity Disclosure Banking Book Alignment Scope; Business Scopes >> Wealth Management Support >> Wealth Management - Wealth Client And Arrangement; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel II P2 Portfolio Exposure Alignment Scope,,
