id,code,name,description,description_vi,ref_set_id
2770,Monthly Business Direction Frequency,Monthly Business Direction Frequency,Identifies that the Business Direction is used or applied at a usual frequency of every calendar month.,[Auto] Xác định rằng Định hướng kinh doanh được sử dụng hoặc áp dụng với tần suất thông thường hàng tháng theo lịch.,b7155779-db67-4658-b95f-d8022006aa28
2771,Annual Business Direction Frequency,Annual Business Direction Frequency,Identifies that the Business Direction is used or applied at a usual frequency of every 365 days.,[Auto] Xác định rằng Định hướng kinh doanh được sử dụng hoặc áp dụng với tần suất thông thường là 365 ngày một lần.,b7155779-db67-4658-b95f-d8022006aa28
2772,Weekly Business Direction Frequency,Weekly Business Direction Frequency,Identifies that the Business Direction is used or applied at a usual frequency of every 7 days.,[Auto] Xác định rằng Định hướng kinh doanh được sử dụng hoặc áp dụng với tần suất thông thường là 7 ngày một lần.,b7155779-db67-4658-b95f-d8022006aa28
2773,Sales,Sales,"Identifies the Sales activities that provide Financial Market Offerings to help an Involved Party achieve its financial goals; for example, buying and selling securities for the customer's own investment portfolio.",[Auto] Xác định các hoạt động Bán hàng cung cấp Ưu đãi Thị trường Tài chính để giúp Bên liên quan đạt được các mục tiêu tài chính của mình; ví dụ: mua và bán chứng khoán cho danh mục đầu tư của chính khách hàng.,b804b92e-6f93-44a0-a589-ac8c503e1184
2774,Treasury,Treasury,"Identifies the funding positions taken by the Financial Institution to offset sales, market making and proprietary trading of various financial instruments.","[Auto] Xác định các vị thế tài trợ mà Tổ chức Tài chính thực hiện để bù đắp cho việc bán hàng, tạo lập thị trường và giao dịch độc quyền của các công cụ tài chính khác nhau.",b804b92e-6f93-44a0-a589-ac8c503e1184
2775,Proprietary Positions,Proprietary Positions,"Identifies the trading in securities, foreign exchange or commodities for the Financial Institution's own investment portfolio position.","[Auto] Xác định giao dịch chứng khoán, ngoại hối hoặc hàng hóa cho vị thế danh mục đầu tư của Tổ chức Tài chính.",b804b92e-6f93-44a0-a589-ac8c503e1184
2776,Market Making,Market Making,"Identifies the underwriting securities issues and trading in securities; for example, buying or selling municipal securities issues to provide funding to local governments as well as to generate short-term trading income by profiting from short-term movements in prices (i.e.: market making investments are segregated from those securities purchased for long-term investment income.).",[Auto] Xác định các vấn đề bảo lãnh phát hành chứng khoán và kinh doanh chứng khoán; ví dụ: mua hoặc bán các đợt phát hành chứng khoán của thành phố để cung cấp vốn cho chính quyền địa phương cũng như tạo ra thu nhập giao dịch ngắn hạn bằng cách thu lợi nhuận từ những biến động giá ngắn hạn (tức là: các khoản đầu tư tạo lập thị trường được tách biệt khỏi những chứng khoán được mua để thu nhập đầu tư dài hạn.).,b804b92e-6f93-44a0-a589-ac8c503e1184
2777,Holiday Home Let Some Of The Time,Holiday Home Let Some Of The Time,"The property is a holiday home and is used some of the time by the owners, while some of the time it is let.","[Auto] Bất động sản này là một ngôi nhà nghỉ mát và đôi khi được chủ sở hữu sử dụng, đôi khi được cho thuê.",b8d6d745-158d-4199-bd94-3a1501322296
2778,Let,Let,The property is not occupied by the owners but by paying tenants.,[Auto] Tài sản không do chủ sở hữu chiếm giữ mà do người thuê trả tiền.,b8d6d745-158d-4199-bd94-3a1501322296
2779,Holiday Home,Holiday Home,The property is a holiday home and is used only some of the time but exclusively by the owners.,[Auto] Nơi nghỉ này là nhà nghỉ mát và đôi khi chỉ được sử dụng bởi chủ sở hữu.,b8d6d745-158d-4199-bd94-3a1501322296
2780,Owner Occupied Secondary Residence,Owner Occupied Secondary Residence,"The property is occupied by the owners but not as a primary residence. This means that the owners spend time between this and other properties, of which one is deemed to be their primary residence.","[Auto] Tài sản được chủ sở hữu sử dụng nhưng không phải là nơi cư trú chính. Điều này có nghĩa là chủ sở hữu dành thời gian giữa bất động sản này và các bất động sản khác, trong đó một bất động sản được coi là nơi ở chính của họ.",b8d6d745-158d-4199-bd94-3a1501322296
2781,Owner Occupied Primary Residence,Owner Occupied Primary Residence,The property is occupied by the owners.,[Auto] Tài sản đã bị chủ sở hữu chiếm giữ.,b8d6d745-158d-4199-bd94-3a1501322296
2782,Claim Confirmed,Claim Confirmed,"Identifies Claims whose details have been received and accepted by the Financial Institution, and for which the Financial Institution has confirmed to the claimant that the claim will be honored.",[Auto] Xác định các Khiếu nại có thông tin chi tiết đã được Tổ chức Tài chính nhận và chấp nhận và Tổ chức Tài chính đã xác nhận với người yêu cầu bồi thường rằng yêu cầu bồi thường sẽ được thực hiện.,b8e05492-8014-46f0-a8c6-369994cd045d
2783,Claim Rejected,Claim Rejected,Identifies Claims whose details have been recorded or received by the Financial Institution and which the Financial Institution has returned to the claimant without accepting responsibility.,[Auto] Xác định các Khiếu nại có thông tin chi tiết đã được Tổ chức Tài chính ghi lại hoặc nhận và Tổ chức Tài chính đã trả lại cho người yêu cầu bồi thường mà không chấp nhận trách nhiệm.,b8e05492-8014-46f0-a8c6-369994cd045d
2784,Claim Accepted,Claim Accepted,"Identifies Claims whose details have been recorded or received by the Financial Institution, and for which the Financial Institution has accepted to take responsibility for honoring the claim.",[Auto] Xác định các Khiếu nại có thông tin chi tiết đã được Tổ chức Tài chính ghi lại hoặc nhận và Tổ chức Tài chính đã chấp nhận chịu trách nhiệm thực hiện yêu cầu bồi thường.,b8e05492-8014-46f0-a8c6-369994cd045d
2785,Claim Closed,Claim Closed,"Identifies Claims whose details have been fully processed by the Financial Institution, including any payout or rejection of the Claim, and for which no further action is expected.","[Auto] Xác định các Khiếu nại có thông tin chi tiết đã được Tổ chức Tài chính xử lý đầy đủ, bao gồm mọi khoản thanh toán hoặc từ chối Khiếu nại và không có hành động nào khác được mong đợi.",b8e05492-8014-46f0-a8c6-369994cd045d
2786,Claim Opened,Claim Opened,"Identifies Claims whose details have been recorded or received by the Financial Institution, and on which an investigation has been started.",[Auto] Xác định các Khiếu nại có thông tin chi tiết đã được Tổ chức Tài chính ghi lại hoặc nhận và trên đó một cuộc điều tra đã được bắt đầu.,b8e05492-8014-46f0-a8c6-369994cd045d
2787,Claim Validated,Claim Validated,Identifies Claims whose details have been recorded or received by the Financial Institution and checked for validity of claim.,[Auto] Xác định các Yêu cầu bồi thường có thông tin chi tiết đã được Tổ chức Tài chính ghi lại hoặc nhận và kiểm tra tính hợp lệ của yêu cầu bồi thường.,b8e05492-8014-46f0-a8c6-369994cd045d
2788,Claim Recorded,Claim Recorded,Identifies Claims whose details have been recorded or received by the Financial Institution.,[Auto] Xác định các Khiếu nại có thông tin chi tiết đã được Tổ chức Tài chính ghi lại hoặc nhận.,b8e05492-8014-46f0-a8c6-369994cd045d
2789,Business Skills,Business Skills,"Identifies an Involved Party Skill that requires an ability to analyze information and apply it to specific financial activities, such as Trading or Lending.","[Auto] Xác định Kỹ năng của bên liên quan yêu cầu khả năng phân tích thông tin và áp dụng nó vào các hoạt động tài chính cụ thể, chẳng hạn như Giao dịch hoặc Cho vay.",b9610ceb-573c-4572-b62b-629e2308693e
2790,Communication Skills,Communication Skills,"Identifies an Involved Party Skill that requires an ability to impart and/or exchange information; for example, Speaking, Listening, Writing, Signing.","[Auto] Xác định Kỹ năng của bên liên quan yêu cầu khả năng truyền đạt và/hoặc trao đổi thông tin; ví dụ như Nói, Nghe, Viết, Ký.",b9610ceb-573c-4572-b62b-629e2308693e
2791,Interpersonal Skills,Interpersonal Skills,Identifies an Involved Party Skill that requires an ability to foster good relationships with and among individuals.,[Auto] Xác định Kỹ năng của Bên liên quan đòi hỏi khả năng thúc đẩy mối quan hệ tốt với và giữa các cá nhân.,b9610ceb-573c-4572-b62b-629e2308693e
2792,Training Skills,Training Skills,Identifies an Involved Party Skill that requires an ability to impart knowledge and to instruct others.,[Auto] Xác định một Kỹ năng của Bên liên quan đòi hỏi khả năng truyền đạt kiến ​​thức và hướng dẫn người khác.,b9610ceb-573c-4572-b62b-629e2308693e
2793,Marketing Skills,Marketing Skills,"Identifies an Involved Party Skill that requires an ability to research and analyze consumer market characteristics, needs and requirements, and, on this basis, to develop and enhance products that may be profitably offered and sold in the market place.","[Auto] Xác định Kỹ năng của bên liên quan đòi hỏi khả năng nghiên cứu và phân tích các đặc điểm, nhu cầu và yêu cầu của thị trường người tiêu dùng, trên cơ sở đó, phát triển và nâng cao các sản phẩm có thể được chào bán và bán có lợi nhuận trên thị trường.",b9610ceb-573c-4572-b62b-629e2308693e
