id,source_category,source_term,relationship_type,target_category,target_term
14537,Involved Party,Contact Point Validity,part_of,Involved Party,Preferred Contact Point
14538,Involved Party,Franchiser,related,Involved Party,Involved Party
14539,Involved Party,Franchiser,part_of,Involved Party,Organization
14540,Involved Party,Franchiser,part_of,Involved Party,Individual
14541,Involved Party,Employer,related,Arrangement,Arrangement Employer
14542,Involved Party,Country Of Risk Applies Date,part_of,Involved Party,Organization
14543,Involved Party,Country Of Risk Applies Date,part_of,Involved Party,Individual
14544,Involved Party,Business Conduct Location Limit Condition,related,Condition,Involved Party Location Relationship Limit
14545,Involved Party,Business Conduct Location Limit Condition,part_of,Involved Party,Business Conduct Location
14546,Involved Party,Individual Employment Status Date,part_of,Involved Party,Individual
14547,Involved Party,Customer Relationship Valuation Type,part_of,Involved Party,Customer
14548,Involved Party,Trade Daily Turnover,part_of,Involved Party,Financial Market Instrument Place Of Trade
14549,Involved Party,Customer Net Present Value,part_of,Profitability,Customer Lifetime Value Analysis
14550,Involved Party,Customer Net Present Value,part_of,Involved Party,Customer
14551,Involved Party,Organization Growth Rate Segment,related,Group,Growth Rate Segment
14552,Involved Party,Organization Growth Rate Segment,part_of,Involved Party,Organization
14553,Involved Party,Avoider Involved Party,related,Involved Party,Involved Party
14554,Involved Party,Avoider Involved Party,part_of,Involved Party,Avoiding Involved Party
14555,Involved Party,Involved Party Guarantor,related,Involved Party,Guarantor
14556,Involved Party,Involved Party Guarantor,part_of,Involved Party,Organization
14557,Involved Party,Involved Party Guarantor,part_of,Involved Party,Individual
14558,Involved Party,Judicial Body,related,Event,Judicial Event Court
14559,Involved Party,Product Is Subsidized By Involved Party Limit Condition Sequence Number,part_of,Involved Party,Product Subsidizer
14560,Involved Party,Individual Sibling,related,Involved Party,Individual
14561,Involved Party,Individual Sibling,part_of,Involved Party,Individual
14562,Involved Party,Involved Party Hierarchy Level,part_of,Involved Party,Involved Party Hierarchy
14563,Involved Party,Number Of Repossessions,part_of,Involved Party,Organization
14564,Involved Party,Number Of Repossessions,part_of,Involved Party,Individual
14565,Involved Party,Product Intermediary,related,Product,Product
14566,Involved Party,Product Intermediary,related,Involved Party,Involved Party
14567,Involved Party,Surname,part_of,Involved Party,Individual
14568,Involved Party,Property Buyer Status Indicator Date,part_of,Involved Party,Individual
14569,Involved Party,Weighting Scale Definer,related,Involved Party,Organization
14570,Involved Party,Weighting Scale Definer,part_of,Common,Weighting Scale
14571,Involved Party,Address Incomplete Flag,part_of,Involved Party,Individual Residence Address
14572,Involved Party,Individual Health Status Date,part_of,Involved Party,Individual
14573,Involved Party,Involved Party Location Delivery Limit Condition,related,Condition,Involved Party Location Relationship Limit
14574,Involved Party,Involved Party Location Delivery Limit Condition,part_of,Involved Party,Involved Party Delivery Point
14575,Involved Party,Customer Primary Saving Strategy,part_of,Involved Party,Customer
14576,Involved Party,Organization Credit Risk Approach,related,Business Direction,Credit Risk Approach
14577,Involved Party,Organization Credit Risk Approach,part_of,Involved Party,Organization
14578,Involved Party,Organization Shareholder,related,Involved Party,Organization
14579,Involved Party,Organization Shareholder,part_of,Involved Party,Organization
14580,Involved Party,Organization Shareholder,part_of,Involved Party,Individual
14581,Involved Party,Product Group Marketer,related,Group,Product Group
14582,Involved Party,Product Group Marketer,related,Involved Party,Involved Party
14583,Involved Party,Organization Growth Rate Segment Date,part_of,Involved Party,Organization
14584,Involved Party,Involved Party Location Delivery Limit Condition Sequence Number,part_of,Involved Party,Involved Party Delivery Point
14585,Involved Party,Number Of Recommendations,part_of,Involved Party,Social Media Persona
14586,Involved Party,Number Of Recommendations,part_of,Relationship Marketing,Social Media Persona Analysis
14587,Involved Party,Advertising Flag,part_of,Involved Party,Individual Residence Address
14588,Involved Party,Advertising Flag,part_of,Involved Party,Preference Information
14589,Involved Party,Marketing Branch,related,Involved Party,Organization Unit
14590,Involved Party,Marketing Branch,part_of,Involved Party,Organization
14591,Involved Party,Transaction Principal,related,Involved Party,Involved Party
14592,Involved Party,Transaction Principal,part_of,Transaction,Financial Market Transaction
14593,Involved Party,Organization Credit Risk Approach Effective Date,part_of,Involved Party,Organization
14594,Involved Party,Phonetic Name,part_of,Involved Party,Involved Party
14595,Involved Party,References Verified Date,part_of,Involved Party,Customer
14596,Involved Party,Product Trader,related,Involved Party,Trader
14597,Involved Party,Product Trader,related,Product,Product
14598,Involved Party,Product Trader,related,Common,Trading Period
14599,Involved Party,Owned Equity Involved Party,related,Involved Party,Involved Party
14600,Involved Party,Owned Equity Involved Party,part_of,Involved Party,Equity Interest In Involved Party
14601,Involved Party,Financial Market Position Assessment Issuer,related,Accounting,Financial Market Position
14602,Involved Party,Financial Market Position Assessment Issuer,related,Involved Party,Involved Party
14603,Involved Party,Organization Unit Accounting Designation Date,part_of,Involved Party,Organization Unit
14604,Involved Party,Debtor,related,Transaction,Transaction Debtor
14605,Involved Party,Product Acquirer,related,Involved Party,Acquirer
14606,Involved Party,Product Acquirer,related,Product,Product
14607,Involved Party,Public / Private Membership Indicator,part_of,Involved Party,Organization
14608,Involved Party,Company Name,part_of,Involved Party,Organization
14609,Involved Party,Risk Weighted Asset Credit Risk Amount,part_of,Involved Party,Financial Institution
14610,Involved Party,Special Treatment Reason Type,part_of,Involved Party,Customer
14611,Involved Party,Name Initial,part_of,Involved Party,Individual
14612,Involved Party,Involved Party Trading Volume,part_of,Involved Party,Product Trader
14613,Involved Party,Certification Date,part_of,Involved Party,Individual
14614,Involved Party,Organization Industry Classification,related,Common,Industry Classification
14615,Involved Party,Organization Industry Classification,part_of,Involved Party,Organization
14616,Involved Party,First Name,part_of,Involved Party,Individual
14617,Involved Party,Additional Risk Weighted Asset Market Risk Amount,part_of,Involved Party,Financial Institution
14618,Involved Party,Mutual Fund Distributor,related,Group,Mutual Fund
14619,Involved Party,Mutual Fund Distributor,related,Involved Party,Involved Party
14620,Involved Party,Involved Party Alternative Identifier,part_of,Involved Party,Involved Party Alternative Identification
14621,Involved Party,Investor Preference Type,part_of,Involved Party,Investor Property Preference
14622,Involved Party,Net Interest Expense,part_of,Profitability,Location Profitability
14623,Involved Party,Net Interest Expense,part_of,Profitability,Customer Profitability
14624,Involved Party,Net Interest Expense,part_of,Involved Party,Organization
14625,Involved Party,Net Interest Expense,part_of,Profitability,Channel Profitability
14626,Involved Party,Net Interest Expense,part_of,Profitability,Product Profitability
14627,Involved Party,Net Interest Expense,part_of,Involved Party,Individual
14628,Involved Party,Net Interest Expense,part_of,Profitability,Organization Unit Profitability
14629,Involved Party,Net Interest Expense,part_of,Profitability,Profitability Analysis
14630,Involved Party,Probability Of Default,part_of,Involved Party,Organization
14631,Involved Party,Probability Of Default,part_of,Involved Party,Individual
14632,Involved Party,Currency Involved Party Relationship Life Cycle Status,part_of,Involved Party,Currency User
14633,Involved Party,Trade Price Factor,part_of,Involved Party,Financial Market Instrument Place Of Trade
14634,Involved Party,Advised Involved Party,related,Involved Party,Involved Party
14635,Involved Party,Advised Involved Party,part_of,Involved Party,Advising Involved Party
14636,Involved Party,Indirect Manager,related,Involved Party,Individual
14637,Involved Party,Indirect Manager,part_of,Involved Party,Organization
14638,Involved Party,Indirect Manager,part_of,Involved Party,Individual
14639,Involved Party,Indirect Manager,part_of,Involved Party,Organization Unit
14640,Involved Party,Risk Tolerance Type,part_of,Involved Party,Preference Information
14641,Involved Party,ABCP Program Sponsor,related,Involved Party,Sponsor
14642,Involved Party,ABCP Program Sponsor,related,Product,ABCP Program
14643,Involved Party,Organization Unit Code,part_of,Involved Party,Organization Unit
14644,Involved Party,Organization Reporting Consolidation Status,part_of,Involved Party,Organization
14645,Involved Party,Government Benefit Status Date,part_of,Involved Party,Individual
14646,Involved Party,Individual Pronoun,part_of,Involved Party,Individual
14647,Involved Party,Data Recipient,related,Business Activity,Business Activity Data Recipient
14648,Involved Party,Trader,related,Transaction,Transaction Trader
